"ID","Process ID","Process Name","Host Name","Kernel Name","Kernel Time","Context","Stream","Section Name","Metric Name","Metric Unit","Metric Value"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Memory","smsp__l1tex_m_l1_write_sectors_pipe_lsu_mem_local_op_st.sum","","0"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Memory Workload Analysis","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.sum","","98304"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Memory Workload Analysis","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.sum","","25828"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Memory Workload Analysis","lts__t_sectors_srcunit_tex_op_read.sum","","1572864"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Memory Workload Analysis","lts__t_sectors_srcunit_tex_op_write.sum","","786432"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Scheduler Statistics","sm__cycles_elapsed.avg","cycle","489654"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Launch Statistics","launch__registers_per_thread","register/thread","64"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Launch Statistics","launch__shared_mem_per_block_static","byte","16384"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Source Counters","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","134217728"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Source Counters","smsp__sass_thread_inst_executed_op_fadd_pred_on.sum","inst","0"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Source Counters","smsp__sass_thread_inst_executed_op_fmul_pred_on.sum","inst","0"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Source Counters","smsp__sass_thread_inst_executed_op_hfma_pred_on.sum","inst","0"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Source Counters","smsp__sass_thread_inst_executed_op_hadd_pred_on.sum","inst","0"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Source Counters","smsp__sass_thread_inst_executed_op_hmul_pred_on.sum","inst","0"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Source Counters","dram__sectors_read.sum","sector","1048576"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Source Counters","dram__sectors_write.sum","sector","524288"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Source Counters","smsp__inst_executed.sum","inst","312847000"
